street,name,lon,lat,religion,county,subcounty,type
unknown,the world fellowship church,36.7910095,-1.3113442,christian,nairobi city,dagoretti,religion
unknown,jesus revival centre,36.7454854,-1.2900168,christian,nairobi city,dagoretti,religion
unknown,the most high god ministries,36.9292909,-1.2254188,christian,nairobi city,dagoretti,religion
unknown,aipca utawala,36.9858881,-1.284458,christian,nairobi city,dagoretti,religion
unknown,fpfk-shelter of hope utawala,36.986366,-1.2842841,christian,nairobi city,dagoretti,religion
unknown,st. alban,36.9535722,-1.2539252,christian,nairobi city,dagoretti,religion
unknown,victory breakthrough centre,36.8970614,-1.3057305,christian,nairobi city,dagoretti,religion
unknown,nairobi east church,36.8814033,-1.2983451,christian,nairobi city,dagoretti,religion
unknown,inspiration center,36.858064,-1.2655095,christian,nairobi city,dagoretti,religion
unknown,korogocho mosque,36.8900558,-1.2509136,christian,nairobi city,dagoretti,religion
unknown,al-falah,36.8871658,-1.2505006,christian,nairobi city,dagoretti,religion
unknown,masjid aqsa,36.8905003,-1.2489705,christian,nairobi city,dagoretti,religion
unknown,aipca mount sinai church,36.879215,-1.3099091,christian,nairobi city,dagoretti,religion
unknown,neema gospel church,36.8828645,-1.3068988,christian,nairobi city,dagoretti,religion
unknown,ggic church,36.8667923,-1.3114289,christian,nairobi city,dagoretti,religion
unknown,true gospel church ministry,36.8817491,-1.3097573,christian,nairobi city,dagoretti,religion
unknown,faith power evangelism ministry,36.8732624,-1.3120837,christian,nairobi city,dagoretti,religion
unknown,the church of god the son & holy spirit,36.8820325,-1.3090256,christian,nairobi city,dagoretti,religion
unknown,rapture glory church,36.8857643,-1.3038884,christian,nairobi city,dagoretti,religion
unknown,full gospel church lunga lunga,36.8818522,-1.308729,christian,nairobi city,dagoretti,religion
unknown,redemption in christ church,36.8822034,-1.3078396,christian,nairobi city,dagoretti,religion
unknown,restoration miracle church,36.8803195,-1.3093814,christian,nairobi city,dagoretti,religion
unknown,umoja christian church,36.8703163,-1.3112106,christian,nairobi city,dagoretti,religion
unknown,ushirika word center church,36.8670198,-1.3120796,christian,nairobi city,dagoretti,religion
unknown,faith alive church,36.8830267,-1.3051149,christian,nairobi city,embakasi,religion
unknown,spirit of god church mission,36.8815669,-1.3097425,muslim,nairobi city,embakasi,religion
guru close,christian evangelistic fellowship church,36.874587,-1.3118353,christian,nairobi city,makadara,religion
unknown,god's grace worship centre,36.8865892,-1.3010258,muslim,nairobi city,embakasi,religion
moi drive,life sanctuary church,36.8794295,-1.3092638,christian,nairobi city,embakasi,religion
unknown,aic central revival church,36.8760172,-1.3097885,muslim,nairobi city,embakasi,religion
unknown,jesus annointed ministry,36.882403,-1.3069981,christian,nairobi city,dagoretti,religion
unknown,rehoboth gospel family church,36.8814165,-1.3089824,christian,nairobi city,kibra,religion
unknown,the africa brotherhood church,36.8670194,-1.3124839,christian,nairobi city,mathare,religion
unknown,ruwe holy church,36.8757018,-1.3099487,christian,nairobi city,mathare,religion
unknown,african ministry of healing church,36.8840103,-1.3053347,christian,nairobi city,mathare,religion
unknown,baptist church lunga lunga,36.8780273,-1.309484,christian,nairobi city,mathare,religion
unknown,agm church,36.8827663,-1.3078989,christian,nairobi city,mathare,religion
unknown,pefa church,36.877403,-1.3099787,christian,nairobi city,mathare,religion
unknown,doctrines of christ mnistries church,36.881405,-1.3100464,christian,nairobi city,kibra,religion
unknown,gracious restoration christian church.,36.8700967,-1.31118,christian,nairobi city,njiru,religion
unknown,altar of victory church huduma.,36.8818078,-1.3091125,christian,nairobi city,mathare,religion
unknown,jesus revival church,36.8755906,-1.3098834,christian,nairobi city,mathare,religion
unknown,faith glory church,36.8838242,-1.3052923,christian,nairobi city,mathare,religion
off thika road,adcm,36.8879875,-1.2541371,christian,nairobi city,kasarani,religion
unknown,b.r.m neema believers revival mission,36.8896392,-1.2529385,christian,nairobi city,njiru,religion
unknown,jordan place of conversion ministries,36.889627,-1.25212,christian,nairobi city,kibra,religion
unknown,actk kariobangi,36.8871303,-1.2539393,christian,nairobi city,kibra,religion
unknown,japolo,36.8880286,-1.251284,christian,nairobi city,kibra,religion
unknown,st. joseph church,36.8718635,-1.2906881,christian,nairobi city,dagoretti,religion
unknown,aic,36.9130332,-1.2209959,christian,nairobi city,kasarani,religion
unknown,redeemed gospel church zimmerman adult ed centre,36.89637,-1.25175,christian,nairobi city,njiru,religion
unknown,our lady of visitation catholic church adult centre,36.861188,-1.293028,christian,nairobi city,njiru,religion
unknown,gospel church of god adult centre,36.80141,-1.29427,christian,nairobi city,njiru,religion
abuja court,st marks church adult centre,36.79564,-1.25792,christian,nairobi city,embakasi,religion
unknown,st francis catholic church kawangware adult centre,36.752763,-1.284562,christian,nairobi city,makadara,religion
unknown,our lady of visitation catholic church adult centre,36.8606355,-1.2922235,christian,nairobi city,mathare,religion
unknown,st marks church adult centre,36.795758,-1.2575285,muslim,nairobi city,kasarani,religion
unknown,kenyatta national hospital farewell chapel,36.805657,-1.2984803,muslim,nairobi city,kasarani,religion
unknown,st peters methodist church,36.7851607,-1.3273587,muslim,nairobi city,kasarani,religion
unknown,forty jesus,36.7781598,-1.3096069,christian,nairobi city,makadara,religion
unknown,pcea githurai 44,36.9157439,-1.2027655,christian,nairobi city,makadara,religion
unknown,hope restoration church,36.8929847,-1.3125123,christian,nairobi city,makadara,religion
unknown,ofcam church,36.9074848,-1.2976903,christian,nairobi city,makadara,religion
unknown,fedha mosque,36.8963801,-1.3148616,christian,nairobi city,makadara,religion
unknown,victory covenant church,36.9206202,-1.2579756,christian,nairobi city,makadara,religion
unknown,pefa church kayole junction,36.9248607,-1.2629191,christian,nairobi city,makadara,religion
unknown,bahati sda church,36.8551233,-1.288955,christian,nairobi city,makadara,religion
